Property_ID,City,Locality,Property_Type,BHK,Bathrooms,Super_Builtup_Area_sqft,Carpet_Area_sqft,Floor,Total_Floors,Property_Age,Furnishing,Parking,Distance_to_Metro_km,Nearby_Schools,Nearby_Hospitals,Amenities_Score,House_Price_INR
17246,Chennai,Anna Nagar,Apartment,1,1,3034,2863,18,32,21,Semi-Furnished,2,7.3,2,7,10,20002420
17247,Kolkata,New Town,Builder Floor,5,5,3241,2566,28,37,17,Unfurnished,0,10.3,7,5,4,26472007
17248,Ahmedabad,Satellite,Apartment,5,6,3790,3345,25,26,4,Semi-Furnished,0,14.4,9,9,8,35928492
17249,Ahmedabad,Satellite,Apartment,5,4,3603,3089,8,19,24,Semi-Furnished,1,3.5,5,10,10,25814834
17250,Hyderabad,Kukatpally,Villa,2,2,2453,2069,9,34,4,Semi-Furnished,2,0.3,5,9,1,43243022
17251,Chennai,Adyar,Apartment,1,1,1802,1542,23,34,6,Unfurnished,1,3.5,3,10,1,12017171
17252,Bengaluru,HSR Layout,Builder Floor,6,6,778,714,12,40,9,Semi-Furnished,2,14.7,9,8,3,12374721
17253,Mumbai,Andheri,Apartment,2,3,4444,3891,30,35,15,Unfurnished,2,18.7,2,8,7,54586433
17254,Chennai,Velachery,Apartment,1,2,1811,1601,21,40,9,Unfurnished,0,16.2,1,9,3,12664960
17255,Ahmedabad,Navrangpura,Builder Floor,2,3,803,670,3,6,16,Unfurnished,1,16.9,7,5,4,5519090
17256,Bengaluru,Whitefield,Apartment,6,7,1446,1230,3,27,6,Unfurnished,2,2.9,6,3,7,21229251
17257,Ahmedabad,Navrangpura,Apartment,6,5,1605,1333,0,28,21,Semi-Furnished,0,9.4,5,9,5,12054024
17258,Delhi,Vasant Kunj,Apartment,5,5,1191,1056,12,19,11,Semi-Furnished,2,11.0,4,1,9,16357707
17259,Bengaluru,HSR Layout,Apartment,2,2,3519,3182,29,32,6,Furnished,3,3.0,9,6,7,45511070
17260,Bengaluru,Indiranagar,Independent House,5,5,4403,4107,7,40,12,Furnished,3,16.7,10,6,1,87586202
17261,Mumbai,Bandra,Apartment,5,5,3899,3234,20,28,18,Furnished,3,16.5,5,3,7,62382891
17262,Mumbai,Borivali,Villa,1,1,2924,2411,21,29,14,Unfurnished,1,8.8,7,5,9,64893852
17263,Hyderabad,Madhapur,Independent House,6,5,1407,1085,30,40,28,Semi-Furnished,2,14.8,8,1,1,17385852
17264,Mumbai,Powai,Villa,4,4,862,809,23,34,27,Unfurnished,1,8.6,2,4,1,17781826
17265,Bengaluru,HSR Layout,Apartment,1,1,2624,2285,18,32,12,Unfurnished,0,10.8,2,8,10,25641199
17266,Kolkata,New Town,Independent House,6,5,1757,1424,24,25,0,Semi-Furnished,0,17.1,8,10,8,28226940
17267,Chennai,Anna Nagar,Villa,3,4,1250,1124,29,40,1,Furnished,0,5.1,8,9,5,25951247
17268,Kolkata,Ballygunge,Builder Floor,1,2,2905,2317,17,26,28,Semi-Furnished,1,5.3,8,10,5,16745692
17269,Ahmedabad,SG Highway,Villa,4,4,4199,3430,18,27,10,Semi-Furnished,3,6.1,8,1,4,64839328
17270,Chennai,OMR,Apartment,6,7,763,716,22,29,29,Semi-Furnished,2,6.3,3,5,9,6451539
17271,Chennai,Anna Nagar,Independent House,6,6,4167,3416,30,39,17,Semi-Furnished,1,16.4,6,10,9,57841347
17272,Delhi,Saket,Independent House,3,2,639,545,22,25,5,Semi-Furnished,1,2.2,9,5,1,11952570
17273,Chennai,Adyar,Independent House,5,5,2762,2409,25,31,19,Unfurnished,1,9.0,9,4,3,34591356
17274,Hyderabad,Madhapur,Apartment,1,1,2461,2023,20,29,14,Furnished,0,19.5,7,4,6,20431815
17275,Pune,Hinjewadi,Apartment,6,6,1263,1118,8,39,1,Semi-Furnished,1,5.7,3,6,3,15486078
17276,Chennai,Adyar,Apartment,5,5,4291,3564,15,27,6,Semi-Furnished,1,18.1,4,4,9,44285224
17277,Delhi,Rohini,Apartment,5,4,1942,1825,12,14,23,Unfurnished,2,8.8,7,8,9,22002379
17278,Bengaluru,Electronic City,Builder Floor,2,1,1161,1035,15,28,8,Unfurnished,2,11.4,6,2,7,13301664
17279,Chennai,Anna Nagar,Apartment,3,3,1359,1041,14,20,21,Furnished,3,6.1,4,4,1,11736052
17280,Mumbai,Andheri,Apartment,1,1,1142,900,0,37,2,Furnished,0,10.2,7,5,9,17671065
17281,Ahmedabad,Satellite,Apartment,6,6,1555,1346,26,38,30,Semi-Furnished,0,3.8,1,6,7,10971914
17282,Bengaluru,Whitefield,Apartment,5,4,1096,1026,2,19,27,Furnished,0,1.4,6,10,8,12736057
17283,Delhi,Rohini,Villa,3,3,1499,1356,21,33,19,Furnished,1,7.7,4,4,9,32716938
17284,Mumbai,Bandra,Builder Floor,6,6,3993,3540,17,24,5,Unfurnished,3,12.1,4,5,1,77803584
17285,Bengaluru,Electronic City,Builder Floor,5,5,1807,1439,19,40,25,Furnished,2,13.5,3,2,1,24053615
17286,Bengaluru,Indiranagar,Apartment,4,4,4088,3123,30,39,14,Semi-Furnished,0,7.4,2,1,10,49110379
17287,Chennai,Anna Nagar,Apartment,5,5,1694,1307,11,25,7,Semi-Furnished,1,5.6,4,1,4,17230425
17288,Delhi,Vasant Kunj,Apartment,5,5,641,487,30,32,1,Unfurnished,1,7.6,5,5,7,9054888
17289,Delhi,Vasant Kunj,Apartment,3,3,2360,2015,28,30,8,Unfurnished,3,7.4,9,5,4,26658967
17290,Hyderabad,Gachibowli,Apartment,4,4,668,588,3,31,20,Semi-Furnished,0,14.0,5,6,3,5216303
17291,Ahmedabad,Bopal,Villa,3,4,3286,2885,13,22,18,Furnished,3,2.1,1,8,2,48013552
17292,Mumbai,Bandra,Apartment,5,5,764,669,21,23,24,Semi-Furnished,0,19.9,2,1,6,10833960
17293,Hyderabad,Gachibowli,Villa,5,5,759,571,29,38,9,Semi-Furnished,3,16.8,2,4,7,15298963
17294,Ahmedabad,Satellite,Apartment,5,4,3260,2688,16,33,10,Furnished,1,16.5,10,9,6,30560113
17295,Chennai,Anna Nagar,Independent House,3,4,4500,3611,4,10,24,Semi-Furnished,1,1.8,8,6,1,46696523
17296,Hyderabad,Madhapur,Independent House,3,3,2766,2175,3,17,19,Semi-Furnished,0,17.5,6,1,5,34291077
17297,Bengaluru,HSR Layout,Apartment,6,6,4429,3852,15,23,2,Furnished,3,15.5,3,9,7,80608902
17298,Delhi,Vasant Kunj,Apartment,5,5,3397,2827,7,40,21,Furnished,1,7.8,1,3,7,42431976
17299,Delhi,Vasant Kunj,Apartment,6,5,1059,936,7,34,9,Unfurnished,1,11.6,9,4,9,14189823
17300,Mumbai,Borivali,Villa,3,3,3707,2911,29,36,11,Unfurnished,2,6.4,3,3,9,103693491
17301,Mumbai,Powai,Apartment,1,2,1991,1678,19,30,19,Semi-Furnished,1,7.6,1,6,7,20297808
17302,Ahmedabad,Navrangpura,Apartment,2,2,1389,1170,17,30,10,Unfurnished,3,18.6,4,3,7,8819531
17303,Ahmedabad,SG Highway,Apartment,4,4,3271,2805,3,18,2,Unfurnished,2,10.3,1,7,6,28119564
17304,Pune,Wakad,Apartment,2,2,3234,2902,2,37,17,Semi-Furnished,2,16.6,4,6,8,22877939
17305,Mumbai,Bandra,Independent House,1,1,3301,2799,18,36,14,Unfurnished,0,6.0,4,7,6,59344791
17306,Delhi,Dwarka,Apartment,2,1,969,744,2,38,2,Furnished,3,0.2,9,7,3,13602227
17307,Chennai,Anna Nagar,Villa,5,4,602,480,28,29,16,Unfurnished,0,17.9,7,4,5,8958225
17308,Ahmedabad,Bopal,Apartment,2,1,2234,1794,27,33,11,Semi-Furnished,2,1.0,9,7,3,16691102
17309,Kolkata,Salt Lake,Apartment,4,4,2674,2102,2,29,11,Unfurnished,0,13.9,7,9,9,21489927
17310,Mumbai,Borivali,Apartment,1,1,789,729,23,27,26,Unfurnished,0,4.7,3,1,1,7046248
17311,Chennai,OMR,Villa,6,7,2829,2620,27,31,18,Unfurnished,3,18.8,8,8,3,43446489
17312,Mumbai,Borivali,Villa,4,4,4234,3816,13,32,22,Furnished,0,1.1,1,3,5,125050163
17313,Kolkata,Salt Lake,Apartment,4,4,3517,2871,23,33,18,Semi-Furnished,1,0.3,3,9,7,26702418
17314,Mumbai,Andheri,Independent House,4,3,3147,2422,24,38,4,Semi-Furnished,0,0.5,2,5,2,80659048
17315,Kolkata,Salt Lake,Apartment,1,1,3376,3174,4,21,14,Semi-Furnished,2,18.9,3,3,7,21104408
17316,Ahmedabad,Navrangpura,Apartment,5,6,3086,2347,5,9,2,Semi-Furnished,2,18.9,6,8,4,29300425
17317,Hyderabad,Kukatpally,Apartment,5,6,2887,2496,21,37,15,Unfurnished,1,2.5,3,7,9,28371327
17318,Ahmedabad,Satellite,Independent House,6,7,2721,2082,21,34,9,Furnished,2,16.3,7,4,1,40165388
17319,Kolkata,Salt Lake,Apartment,5,4,950,726,23,39,11,Semi-Furnished,0,14.2,10,2,2,7877852
17320,Pune,Hinjewadi,Apartment,4,3,2964,2335,16,25,4,Semi-Furnished,0,3.8,4,3,10,29805773
17321,Mumbai,Borivali,Independent House,5,4,600,540,4,35,27,Furnished,0,16.9,2,8,7,12461838
17322,Ahmedabad,Satellite,Villa,4,4,761,674,22,23,25,Semi-Furnished,3,12.7,3,8,3,9327834
17323,Mumbai,Bandra,Apartment,3,3,2343,1767,1,28,17,Semi-Furnished,2,6.8,4,3,2,29710564
17324,Bengaluru,Electronic City,Apartment,6,6,2977,2647,30,37,3,Unfurnished,2,3.1,5,1,10,48646693
17325,Hyderabad,Kukatpally,Independent House,6,5,3568,2925,2,21,2,Semi-Furnished,2,15.8,6,6,6,72282271
17326,Delhi,Dwarka,Villa,5,5,1668,1496,18,26,29,Unfurnished,1,4.9,5,1,5,28677497
17327,Bengaluru,HSR Layout,Apartment,2,3,2511,2269,21,36,27,Semi-Furnished,0,0.8,3,2,10,20631122
17328,Kolkata,New Town,Independent House,6,5,1952,1812,27,39,0,Semi-Furnished,1,2.8,1,5,10,31319610
17329,Mumbai,Borivali,Villa,1,1,2020,1754,27,34,10,Unfurnished,0,13.4,10,8,9,49731874
17330,Delhi,Dwarka,Apartment,3,2,4213,3708,17,19,24,Semi-Furnished,1,12.5,1,3,2,41951748
17331,Hyderabad,Kondapur,Apartment,6,7,3517,3239,26,40,27,Unfurnished,3,10.2,10,8,1,28621514
17332,Ahmedabad,Satellite,Independent House,1,2,2229,2086,6,19,12,Furnished,0,3.7,4,3,6,22961361
17333,Mumbai,Borivali,Apartment,1,1,2532,2037,12,20,6,Furnished,2,2.9,6,7,9,39153495
17334,Bengaluru,Electronic City,Apartment,1,1,2653,2273,11,21,22,Unfurnished,2,15.9,3,3,9,20645035
17335,Pune,Kharadi,Apartment,3,4,3080,2874,14,16,4,Semi-Furnished,2,8.3,5,7,7,29105412
17336,Mumbai,Powai,Villa,4,3,3891,3538,7,40,27,Furnished,1,12.9,1,8,8,94930492
17337,Hyderabad,Gachibowli,Apartment,4,4,3266,2577,5,11,13,Unfurnished,3,18.4,4,9,7,31901223
17338,Kolkata,Ballygunge,Apartment,4,4,3726,3282,24,34,14,Furnished,0,11.3,4,3,2,26604623
17339,Ahmedabad,Satellite,Villa,1,1,2499,2285,2,14,1,Unfurnished,2,0.4,1,3,8,34372684
17340,Hyderabad,Kukatpally,Apartment,5,4,962,740,10,12,19,Unfurnished,2,1.3,10,7,8,9752793
17341,Hyderabad,Madhapur,Independent House,1,2,1211,1085,11,26,0,Semi-Furnished,3,3.3,8,1,4,16297715
17342,Pune,Kharadi,Apartment,3,3,2833,2286,23,37,21,Unfurnished,3,14.7,7,8,1,21492727
17343,Mumbai,Andheri,Apartment,1,1,2079,1928,0,32,19,Unfurnished,3,15.0,7,10,10,21661138
17344,Delhi,Saket,Apartment,5,4,798,749,6,15,0,Semi-Furnished,1,1.8,8,5,9,13222718
17345,Delhi,Rohini,Apartment,3,4,3273,3042,19,39,18,Semi-Furnished,3,6.7,2,6,1,32894489
17346,Kolkata,New Town,Apartment,5,5,2864,2304,12,20,21,Unfurnished,2,19.9,10,2,5,18584045
17347,Hyderabad,Gachibowli,Apartment,5,5,531,451,3,4,26,Semi-Furnished,1,10.6,1,2,9,4470106
17348,Kolkata,Salt Lake,Apartment,4,4,2524,2122,26,37,21,Unfurnished,0,7.1,3,3,8,17069375
17349,Mumbai,Borivali,Independent House,4,4,2911,2605,24,25,16,Unfurnished,0,1.4,3,7,7,64777586
17350,Chennai,Adyar,Apartment,6,5,1571,1230,7,22,7,Furnished,3,5.5,3,5,1,18899112
17351,Ahmedabad,SG Highway,Builder Floor,5,4,3584,3206,18,34,29,Furnished,0,2.5,1,8,7,29528186
17352,Pune,Wakad,Independent House,5,6,1796,1675,10,18,27,Semi-Furnished,1,11.2,1,5,10,22889286
17353,Delhi,Rohini,Apartment,5,4,4265,3593,30,39,2,Unfurnished,1,12.8,6,2,2,59227672
17354,Bengaluru,Electronic City,Apartment,5,5,3979,3197,27,29,4,Semi-Furnished,2,16.2,10,2,9,55477496
17355,Kolkata,Salt Lake,Builder Floor,1,1,3038,2310,20,39,9,Unfurnished,1,9.3,7,8,7,24363022
17356,Hyderabad,Gachibowli,Apartment,1,2,1198,932,27,28,0,Unfurnished,0,12.0,6,2,4,9289412
17357,Delhi,Saket,Apartment,4,3,1726,1373,16,19,11,Semi-Furnished,1,5.1,8,8,3,18900578
17358,Hyderabad,Kukatpally,Apartment,3,3,1637,1385,1,25,4,Furnished,2,15.3,2,8,4,17161483
17359,Ahmedabad,Satellite,Villa,2,1,4046,3504,6,36,11,Semi-Furnished,1,0.7,2,8,9,55815048
17360,Bengaluru,Electronic City,Apartment,2,2,3728,3425,11,21,10,Furnished,3,18.6,8,10,5,39212154
17361,Mumbai,Powai,Apartment,1,1,3703,3162,29,32,4,Furnished,1,7.3,7,6,1,50523273
17362,Ahmedabad,Satellite,Villa,3,3,2568,2041,20,26,11,Unfurnished,0,8.0,6,8,5,34470179
17363,Pune,Kharadi,Apartment,5,4,3262,3030,22,32,12,Semi-Furnished,2,18.3,1,3,7,33649219
17364,Hyderabad,Kukatpally,Apartment,6,6,3167,2847,16,32,2,Furnished,2,16.0,10,7,5,44319505
17365,Hyderabad,Gachibowli,Independent House,4,4,1844,1410,28,40,18,Semi-Furnished,3,4.5,10,5,9,27386246
17366,Hyderabad,Madhapur,Independent House,1,2,2402,2115,27,36,26,Semi-Furnished,3,10.3,6,9,5,22131110
17367,Hyderabad,Kukatpally,Builder Floor,6,6,4477,3416,12,30,30,Furnished,2,3.9,10,8,2,47872709
17368,Ahmedabad,Bopal,Apartment,4,4,2090,1898,12,22,24,Furnished,3,0.6,9,7,2,15925490
17369,Delhi,Rohini,Apartment,6,6,1208,913,22,29,17,Furnished,2,2.1,2,2,9,17096174
17370,Hyderabad,Gachibowli,Apartment,6,5,3759,3315,6,27,2,Unfurnished,2,18.4,2,4,5,39511797
17371,Delhi,Rohini,Apartment,4,5,1522,1359,10,11,13,Semi-Furnished,1,5.1,3,3,5,18177894
17372,Chennai,Anna Nagar,Apartment,2,1,1229,988,21,34,10,Furnished,3,19.1,5,1,9,11686734
17373,Bengaluru,Whitefield,Apartment,6,6,2583,2065,22,39,19,Semi-Furnished,1,0.7,6,10,4,31697219
17374,Pune,Baner,Apartment,3,3,2496,1948,17,19,12,Unfurnished,3,5.0,10,1,5,22318661
17375,Bengaluru,Whitefield,Builder Floor,6,7,1063,977,1,19,29,Unfurnished,1,16.5,10,2,4,10620995
17376,Mumbai,Andheri,Apartment,6,7,2674,2303,19,25,28,Semi-Furnished,1,18.2,2,7,8,36643550
17377,Mumbai,Powai,Independent House,5,6,3286,2833,6,31,12,Unfurnished,0,11.4,2,7,8,80306633
17378,Delhi,Saket,Villa,2,3,2117,1971,6,25,19,Semi-Furnished,0,4.5,7,3,7,34745859
17379,Pune,Baner,Villa,2,3,1439,1363,2,14,11,Semi-Furnished,1,7.6,4,5,8,23133236
17380,Chennai,Anna Nagar,Villa,6,7,3008,2592,0,18,22,Semi-Furnished,3,11.1,9,4,4,48040477
17381,Bengaluru,Indiranagar,Independent House,5,4,3828,2927,7,14,25,Furnished,3,6.6,8,8,10,78903567
17382,Hyderabad,Kondapur,Independent House,5,5,2570,2167,28,33,13,Unfurnished,0,9.2,5,2,2,32521722
17383,Kolkata,Ballygunge,Apartment,5,5,750,586,12,23,18,Furnished,3,7.2,6,5,10,7020769
17384,Mumbai,Borivali,Apartment,4,3,1799,1505,21,23,14,Furnished,1,14.7,5,2,2,27518871
17385,Hyderabad,Gachibowli,Apartment,6,6,660,503,16,21,16,Semi-Furnished,2,9.7,5,3,8,6578137
17386,Bengaluru,Indiranagar,Villa,4,3,1992,1797,22,36,27,Semi-Furnished,3,4.5,2,2,1,31561654
17387,Kolkata,New Town,Villa,1,1,1101,914,22,34,26,Semi-Furnished,0,9.8,9,5,5,9720999
17388,Pune,Hinjewadi,Apartment,4,4,1406,1297,21,38,1,Furnished,3,14.8,10,10,6,17827374
17389,Kolkata,Alipore,Independent House,6,6,2957,2558,7,20,29,Furnished,3,6.8,1,4,7,36390310
17390,Chennai,Anna Nagar,Independent House,4,5,3699,3245,4,38,13,Semi-Furnished,3,13.3,4,2,8,55112823
17391,Pune,Wakad,Apartment,4,4,681,565,16,38,8,Unfurnished,0,15.9,2,4,6,6061413
17392,Hyderabad,Gachibowli,Apartment,5,5,3679,3317,13,19,2,Semi-Furnished,0,11.7,10,2,10,47931432
17393,Ahmedabad,Satellite,Independent House,2,1,1395,1118,1,25,25,Semi-Furnished,0,14.9,3,8,10,12240669
17394,Delhi,Saket,Villa,6,5,1122,960,27,31,8,Furnished,0,18.7,4,5,6,30786559
17395,Delhi,Vasant Kunj,Independent House,2,3,3905,3650,16,29,0,Furnished,1,1.8,10,10,7,81819796
17396,Kolkata,Ballygunge,Apartment,4,5,697,621,14,19,6,Unfurnished,2,10.9,1,6,8,5440461
17397,Delhi,Vasant Kunj,Independent House,1,1,3755,3308,5,34,21,Furnished,1,16.3,6,4,6,51935865
17398,Delhi,Saket,Apartment,3,2,4459,3561,19,30,9,Unfurnished,3,13.2,6,10,3,47374625
17399,Chennai,Anna Nagar,Builder Floor,4,4,2951,2325,1,12,11,Unfurnished,3,18.1,1,4,8,29979247
17400,Kolkata,Salt Lake,Builder Floor,2,2,4360,4041,2,4,26,Semi-Furnished,0,6.9,7,5,1,27342350
17401,Hyderabad,Kukatpally,Builder Floor,2,1,2638,2237,18,31,14,Semi-Furnished,3,12.6,10,3,6,26997924
17402,Ahmedabad,Bopal,Builder Floor,6,5,856,746,12,13,21,Unfurnished,0,1.7,3,7,5,7777224
17403,Delhi,Dwarka,Villa,3,3,4194,3481,15,20,27,Unfurnished,3,5.7,10,5,10,73666678
17404,Ahmedabad,Satellite,Independent House,1,1,1120,1003,4,38,25,Unfurnished,2,7.9,7,1,6,8270496
17405,Kolkata,Ballygunge,Apartment,2,3,3683,3462,6,9,21,Unfurnished,3,14.8,6,8,5,19687688
17406,Pune,Baner,Apartment,3,2,2684,2066,18,33,30,Semi-Furnished,0,9.2,10,2,10,19064149
17407,Pune,Kharadi,Apartment,6,7,1371,1143,21,39,25,Semi-Furnished,3,14.8,3,8,4,11805456
17408,Ahmedabad,Navrangpura,Apartment,3,2,3918,3352,10,22,9,Unfurnished,0,6.5,3,3,10,30293468
17409,Ahmedabad,Satellite,Builder Floor,4,5,1679,1518,13,14,12,Unfurnished,3,3.6,4,8,8,14049354
17410,Pune,Wakad,Apartment,2,1,3652,3036,6,37,19,Furnished,3,1.2,10,5,10,32112846
17411,Chennai,Anna Nagar,Villa,2,1,2480,2160,4,24,30,Furnished,3,14.6,8,7,3,25691136
17412,Hyderabad,Kukatpally,Apartment,4,3,3311,2603,27,36,19,Unfurnished,0,4.7,9,4,6,26534545
17413,Delhi,Saket,Apartment,6,7,3077,2379,10,25,1,Furnished,1,12.3,10,4,10,52632370
17414,Chennai,Anna Nagar,Apartment,5,5,2355,1785,1,5,18,Furnished,3,14.4,5,9,3,21490051
17415,Bengaluru,Indiranagar,Builder Floor,5,6,1391,1153,22,27,13,Unfurnished,2,7.1,7,5,2,18551853
17416,Chennai,Velachery,Apartment,1,1,944,718,9,19,7,Furnished,2,15.1,5,6,4,7705795
17417,Kolkata,Ballygunge,Builder Floor,3,4,1287,1002,26,40,25,Semi-Furnished,2,14.4,9,8,8,9442768
17418,Bengaluru,Whitefield,Builder Floor,5,6,3645,3404,14,18,1,Furnished,1,0.5,3,8,9,74318684
17419,Chennai,OMR,Apartment,5,6,3990,3415,7,18,4,Semi-Furnished,3,14.7,10,5,6,39453107
17420,Mumbai,Powai,Builder Floor,2,1,3899,3159,7,27,11,Semi-Furnished,2,6.3,5,8,6,64252635
17421,Hyderabad,Madhapur,Apartment,1,1,2393,2074,23,28,10,Furnished,0,1.8,4,7,2,21085415
17422,Mumbai,Bandra,Apartment,4,3,1543,1247,15,17,3,Furnished,0,17.9,8,2,1,26763390
17423,Delhi,Vasant Kunj,Apartment,6,6,945,748,6,33,6,Semi-Furnished,2,3.2,2,7,1,13991498
17424,Mumbai,Powai,Independent House,4,4,4185,3926,21,29,4,Furnished,1,1.6,8,7,5,121267472
17425,Pune,Hinjewadi,Apartment,2,1,1172,989,23,36,23,Unfurnished,1,3.7,10,3,10,8508978
17426,Delhi,Saket,Apartment,5,6,1681,1381,11,31,0,Furnished,2,16.8,7,3,2,24797386
17427,Hyderabad,Madhapur,Builder Floor,5,5,1632,1440,29,39,10,Furnished,3,2.4,6,9,9,24484207
17428,Delhi,Dwarka,Villa,2,2,3720,3520,3,24,27,Semi-Furnished,1,6.6,5,1,2,58695004
17429,Pune,Baner,Apartment,4,3,1996,1602,1,25,21,Furnished,3,10.5,6,3,10,20515206
17430,Ahmedabad,Navrangpura,Villa,5,5,3209,2789,23,40,0,Furnished,3,17.2,7,3,3,63524548
17431,Mumbai,Powai,Apartment,3,2,766,656,0,6,0,Semi-Furnished,1,6.6,6,1,7,13431101
17432,Hyderabad,Madhapur,Independent House,6,5,1686,1507,3,38,3,Semi-Furnished,2,16.6,1,1,6,34027823
17433,Chennai,Adyar,Builder Floor,6,5,3943,3270,26,32,5,Furnished,0,8.3,9,10,5,65215582
17434,Ahmedabad,Satellite,Villa,3,4,3733,2899,11,12,20,Furnished,2,19.6,9,5,3,46034521
17435,Hyderabad,Gachibowli,Apartment,6,6,1235,1021,3,32,13,Semi-Furnished,2,18.0,5,9,7,12849097
17436,Mumbai,Borivali,Apartment,4,4,1498,1379,17,18,21,Unfurnished,2,15.9,6,8,6,18628502
17437,Mumbai,Borivali,Apartment,1,1,704,653,8,26,15,Furnished,2,8.5,10,6,10,10956555
17438,Mumbai,Andheri,Apartment,3,2,2635,2220,20,40,26,Semi-Furnished,0,7.6,6,1,7,28298396
17439,Mumbai,Andheri,Apartment,5,5,1053,928,19,32,16,Furnished,0,2.1,6,7,5,17735777
17440,Delhi,Saket,Villa,6,6,1482,1218,30,33,17,Furnished,2,2.2,6,4,10,37949528
17441,Chennai,OMR,Apartment,6,7,2609,2379,2,38,6,Furnished,0,1.9,10,4,7,33871404
17442,Hyderabad,Gachibowli,Apartment,6,7,2606,2064,11,33,21,Unfurnished,0,6.7,2,3,5,22692457
17443,Chennai,Velachery,Apartment,6,7,2669,2179,15,24,24,Furnished,3,19.3,3,3,5,24798311
17444,Chennai,Anna Nagar,Builder Floor,2,1,4186,3691,12,37,8,Unfurnished,1,10.7,5,2,10,37492912
17445,Bengaluru,Electronic City,Apartment,3,2,809,648,21,22,3,Unfurnished,3,18.7,4,2,3,9279308
17446,Hyderabad,Kukatpally,Apartment,2,2,4494,4026,7,26,11,Semi-Furnished,2,13.5,3,3,8,41588908
17447,Pune,Kharadi,Apartment,5,6,2268,2043,24,36,13,Semi-Furnished,0,4.5,6,10,8,23067083
17448,Chennai,Adyar,Independent House,4,3,2467,2125,2,33,21,Furnished,2,12.5,7,4,3,31613331
17449,Kolkata,New Town,Apartment,1,2,4459,3556,19,35,11,Furnished,1,14.0,5,7,5,29454857
17450,Hyderabad,Kukatpally,Villa,1,1,3740,3155,27,37,26,Semi-Furnished,1,4.3,1,1,10,45042477
17451,Mumbai,Andheri,Apartment,6,6,2292,1871,5,23,27,Semi-Furnished,3,7.6,1,6,4,31584914
17452,Chennai,Anna Nagar,Apartment,3,3,3199,2989,6,24,3,Furnished,1,9.7,3,1,1,33742658
17453,Kolkata,Salt Lake,Villa,3,3,3274,2638,6,25,19,Furnished,3,14.5,4,6,3,43034483
17454,Chennai,Anna Nagar,Builder Floor,4,5,2075,1760,18,23,18,Semi-Furnished,3,3.9,10,1,6,20788801
17455,Hyderabad,Kondapur,Apartment,1,1,3155,2780,25,39,19,Furnished,2,18.6,2,9,5,23327791
17456,Kolkata,Salt Lake,Apartment,6,7,3424,3075,14,35,4,Semi-Furnished,3,10.9,10,8,2,33774058
17457,Ahmedabad,Navrangpura,Apartment,3,2,513,428,23,33,21,Unfurnished,2,0.3,10,5,10,3166363
17458,Chennai,Adyar,Villa,4,5,2813,2593,8,29,0,Semi-Furnished,3,10.7,9,10,3,48219738
17459,Bengaluru,Whitefield,Apartment,1,2,944,745,15,16,8,Unfurnished,2,15.5,6,8,3,8529485
17460,Bengaluru,HSR Layout,Apartment,4,5,1182,905,29,32,25,Furnished,1,0.9,1,1,4,12857091
17461,Mumbai,Andheri,Apartment,6,5,1077,941,5,31,16,Furnished,0,17.1,10,8,5,18198197
17462,Hyderabad,Gachibowli,Apartment,3,3,1368,1041,3,32,23,Semi-Furnished,3,15.6,2,9,8,10419404
17463,Ahmedabad,Navrangpura,Apartment,4,4,3158,2628,20,36,18,Semi-Furnished,3,17.5,3,6,8,22383115
17464,Chennai,Velachery,Apartment,2,2,3717,3302,8,9,6,Unfurnished,3,7.3,8,9,10,30810831
17465,Kolkata,Ballygunge,Apartment,1,1,539,420,17,25,14,Furnished,1,19.1,4,9,8,3603471
17466,Pune,Kharadi,Apartment,2,2,3568,3197,12,29,11,Furnished,2,1.3,1,8,1,30293120
17467,Pune,Kharadi,Independent House,4,4,4312,3974,8,37,3,Furnished,1,8.3,6,3,7,76555305
17468,Delhi,Vasant Kunj,Independent House,3,2,4430,3586,9,32,28,Furnished,3,1.9,8,9,4,63031783
17469,Delhi,Vasant Kunj,Builder Floor,5,6,1329,1087,8,31,9,Furnished,0,4.5,8,10,7,22789649
17470,Chennai,Velachery,Apartment,5,4,807,659,6,40,1,Unfurnished,3,13.2,2,5,4,8942645
17471,Mumbai,Powai,Apartment,6,6,1400,1189,3,8,13,Semi-Furnished,3,19.3,9,5,4,22661827
17472,Bengaluru,Indiranagar,Apartment,2,3,824,709,12,27,7,Semi-Furnished,0,18.6,7,6,3,8446981
17473,Kolkata,Salt Lake,Apartment,5,6,2566,2203,20,32,30,Unfurnished,0,8.4,4,5,7,13992476
17474,Pune,Wakad,Apartment,4,4,4302,3969,23,25,12,Unfurnished,2,11.1,9,7,10,39029864
17475,Pune,Hinjewadi,Apartment,3,2,1743,1481,10,32,5,Furnished,0,8.7,2,2,9,19942564
17476,Bengaluru,HSR Layout,Apartment,2,1,730,588,9,20,12,Semi-Furnished,0,3.8,8,10,3,8192059
17477,Chennai,Anna Nagar,Apartment,6,6,4233,3254,17,26,25,Unfurnished,1,12.4,9,9,3,30035973
17478,Chennai,OMR,Villa,3,4,2453,1951,21,29,15,Semi-Furnished,3,10.3,10,5,8,37010032
17479,Pune,Kharadi,Apartment,6,6,939,835,2,37,30,Semi-Furnished,3,3.7,8,10,7,8086604
17480,Kolkata,New Town,Apartment,4,5,4276,3305,24,33,17,Unfurnished,3,4.8,6,3,10,30002967
